window_uid,split,participant_id,session_id,session_name,window_index,window_start_ms,window_end_ms,window_length_s,stride_s,ppg_sampling_hz,ppg_sample_count,reference_sample_count,label_hr_bpm,label_aggregation,reference_source
P04:rest-5#1:w18,test,P04,P04:rest-5#1,rest-5,18,1710835612600,1710835622600,10,2,25,251,10,147.0,median,hr
P04:rest-5#1:w19,test,P04,P04:rest-5#1,rest-5,19,1710835614600,1710835624600,10,2,25,251,10,146.5,median,hr
P04:rest-5#1:w20,test,P04,P04:rest-5#1,rest-5,20,1710835616600,1710835626600,10,2,25,251,10,146.0,median,hr
P04:rest-5#1:w21,test,P04,P04:rest-5#1,rest-5,21,1710835618600,1710835628600,10,2,25,250,10,141.0,median,hr
P04:rest-5#1:w22,test,P04,P04:rest-5#1,rest-5,22,1710835620600,1710835630600,10,2,25,248,10,137.5,median,hr
P04:rest-5#1:w23,test,P04,P04:rest-5#1,rest-5,23,1710835622600,1710835632600,10,2,25,248,10,136.0,median,hr
P04:rest-5#1:w24,test,P04,P04:rest-5#1,rest-5,24,1710835624600,1710835634600,10,2,25,248,10,134.5,median,hr
P04:rest-5#1:w25,test,P04,P04:rest-5#1,rest-5,25,1710835626600,1710835636600,10,2,25,247,10,132.5,median,hr
P04:rest-5#1:w26,test,P04,P04:rest-5#1,rest-5,26,1710835628600,1710835638600,10,2,25,247,10,129.5,median,hr
P04:rest-5#1:w27,test,P04,P04:rest-5#1,rest-5,27,1710835630600,1710835640600,10,2,25,249,10,128.5,median,hr
P04:rest-5#1:w28,test,P04,P04:rest-5#1,rest-5,28,1710835632600,1710835642600,10,2,25,248,10,128.0,median,hr
P04:rest-5#1:w29,test,P04,P04:rest-5#1,rest-5,29,1710835634600,1710835644600,10,2,25,248,10,127.5,median,hr
P04:rest-5#1:w30,test,P04,P04:rest-5#1,rest-5,30,1710835636600,1710835646600,10,2,25,248,10,124.5,median,hr
P04:rest-5#1:w31,test,P04,P04:rest-5#1,rest-5,31,1710835638600,1710835648600,10,2,25,248,10,121.5,median,hr
P04:rest-5#1:w32,test,P04,P04:rest-5#1,rest-5,32,1710835640600,1710835650600,10,2,25,248,10,117.0,median,hr
P04:rest-5#1:w33,test,P04,P04:rest-5#1,rest-5,33,1710835642600,1710835652600,10,2,25,249,10,114.5,median,hr
P04:rest-5#1:w34,test,P04,P04:rest-5#1,rest-5,34,1710835644600,1710835654600,10,2,25,248,10,112.5,median,hr
P04:rest-5#1:w35,test,P04,P04:rest-5#1,rest-5,35,1710835646600,1710835656600,10,2,25,249,10,111.0,median,hr
P04:rest-5#1:w36,test,P04,P04:rest-5#1,rest-5,36,1710835648600,1710835658600,10,2,25,249,10,110.0,median,hr
P04:rest-5#1:w37,test,P04,P04:rest-5#1,rest-5,37,1710835650600,1710835660600,10,2,25,248,10,108.5,median,hr
P04:rest-5#1:w38,test,P04,P04:rest-5#1,rest-5,38,1710835652600,1710835662600,10,2,25,248,10,108.0,median,hr
P04:rest-5#1:w39,test,P04,P04:rest-5#1,rest-5,39,1710835654600,1710835664600,10,2,25,249,10,107.5,median,hr
P04:rest-5#1:w40,test,P04,P04:rest-5#1,rest-5,40,1710835656600,1710835666600,10,2,25,248,10,106.0,median,hr
P04:rest-5#1:w41,test,P04,P04:rest-5#1,rest-5,41,1710835658600,1710835668600,10,2,25,248,10,106.0,median,hr
P04:rest-5#1:w42,test,P04,P04:rest-5#1,rest-5,42,1710835660600,1710835670600,10,2,25,249,10,106.0,median,hr
P04:rest-5#1:w43,test,P04,P04:rest-5#1,rest-5,43,1710835662600,1710835672600,10,2,25,249,10,105.0,median,hr
P04:rest-5#1:w44,test,P04,P04:rest-5#1,rest-5,44,1710835664600,1710835674600,10,2,25,249,10,105.0,median,hr
P04:rest-5#1:w45,test,P04,P04:rest-5#1,rest-5,45,1710835666600,1710835676600,10,2,25,250,10,105.0,median,hr
P04:rest-5#1:w46,test,P04,P04:rest-5#1,rest-5,46,1710835668600,1710835678600,10,2,25,249,10,106.0,median,hr
P04:rest-5#1:w47,test,P04,P04:rest-5#1,rest-5,47,1710835670600,1710835680600,10,2,25,249,10,105.5,median,hr
P04:rest-5#1:w48,test,P04,P04:rest-5#1,rest-5,48,1710835672600,1710835682600,10,2,25,248,10,106.0,median,hr
P04:rest-5#1:w49,test,P04,P04:rest-5#1,rest-5,49,1710835674600,1710835684600,10,2,25,248,10,106.5,median,hr
P04:rest-5#1:w50,test,P04,P04:rest-5#1,rest-5,50,1710835676600,1710835686600,10,2,25,248,10,107.0,median,hr
P04:rest-5#1:w51,test,P04,P04:rest-5#1,rest-5,51,1710835678600,1710835688600,10,2,25,248,10,107.0,median,hr
P04:rest-5#1:w52,test,P04,P04:rest-5#1,rest-5,52,1710835680600,1710835690600,10,2,25,248,10,107.0,median,hr
P04:rest-5#1:w53,test,P04,P04:rest-5#1,rest-5,53,1710835682600,1710835692600,10,2,25,249,10,107.5,median,hr
P04:rest-5#1:w54,test,P04,P04:rest-5#1,rest-5,54,1710835684600,1710835694600,10,2,25,248,10,109.0,median,hr
P04:rest-5#1:w55,test,P04,P04:rest-5#1,rest-5,55,1710835686600,1710835696600,10,2,25,248,10,112.0,median,hr
P04:rest-5#1:w56,test,P04,P04:rest-5#1,rest-5,56,1710835688600,1710835698600,10,2,25,249,10,113.0,median,hr
P04:rest-5#1:w57,test,P04,P04:rest-5#1,rest-5,57,1710835690600,1710835700600,10,2,25,249,10,113.0,median,hr
P04:rest-5#1:w58,test,P04,P04:rest-5#1,rest-5,58,1710835692600,1710835702600,10,2,25,248,10,112.5,median,hr
P04:rest-5#1:w59,test,P04,P04:rest-5#1,rest-5,59,1710835694600,1710835704600,10,2,25,249,10,111.0,median,hr
P04:rest-5#1:w60,test,P04,P04:rest-5#1,rest-5,60,1710835696600,1710835706600,10,2,25,249,10,110.0,median,hr
P04:rest-5#1:w61,test,P04,P04:rest-5#1,rest-5,61,1710835698600,1710835708600,10,2,25,248,10,106.0,median,hr
P04:rest-5#1:w62,test,P04,P04:rest-5#1,rest-5,62,1710835700600,1710835710600,10,2,25,248,10,103.0,median,hr
P04:rest-5#1:w63,test,P04,P04:rest-5#1,rest-5,63,1710835702600,1710835712600,10,2,25,249,10,101.0,median,hr
P04:rest-5#1:w64,test,P04,P04:rest-5#1,rest-5,64,1710835704600,1710835714600,10,2,25,249,10,100.5,median,hr
P04:rest-5#1:w65,test,P04,P04:rest-5#1,rest-5,65,1710835706600,1710835716600,10,2,25,249,10,100.0,median,hr
P04:rest-5#1:w66,test,P04,P04:rest-5#1,rest-5,66,1710835708600,1710835718600,10,2,25,250,10,96.5,median,hr
P04:rest-5#1:w67,test,P04,P04:rest-5#1,rest-5,67,1710835710600,1710835720600,10,2,25,250,10,95.0,median,hr
P04:rest-5#1:w68,test,P04,P04:rest-5#1,rest-5,68,1710835712600,1710835722600,10,2,25,250,10,93.5,median,hr
P04:rest-5#1:w69,test,P04,P04:rest-5#1,rest-5,69,1710835714600,1710835724600,10,2,25,250,10,93.0,median,hr
P04:rest-5#1:w70,test,P04,P04:rest-5#1,rest-5,70,1710835716600,1710835726600,10,2,25,249,10,92.5,median,hr
P04:rest-5#1:w71,test,P04,P04:rest-5#1,rest-5,71,1710835718600,1710835728600,10,2,25,248,10,91.5,median,hr
P04:rest-5#1:w72,test,P04,P04:rest-5#1,rest-5,72,1710835720600,1710835730600,10,2,25,248,10,91.5,median,hr
P04:rest-5#1:w73,test,P04,P04:rest-5#1,rest-5,73,1710835722600,1710835732600,10,2,25,248,10,88.5,median,hr
P04:rest-5#1:w74,test,P04,P04:rest-5#1,rest-5,74,1710835724600,1710835734600,10,2,25,247,10,88.5,median,hr
P04:rest-5#1:w75,test,P04,P04:rest-5#1,rest-5,75,1710835726600,1710835736600,10,2,25,248,10,88.0,median,hr
P04:rest-5#1:w76,test,P04,P04:rest-5#1,rest-5,76,1710835728600,1710835738600,10,2,25,249,10,88.0,median,hr
P04:rest-5#1:w77,test,P04,P04:rest-5#1,rest-5,77,1710835730600,1710835740600,10,2,25,248,10,88.0,median,hr
P04:running#1:w0,test,P04,P04:running#1,running,0,1710835766283,1710835776283,10,2,25,248,10,130.5,median,hr
P04:running#1:w1,test,P04,P04:running#1,running,1,1710835768283,1710835778283,10,2,25,248,10,133.0,median,hr
P04:running#1:w2,test,P04,P04:running#1,running,2,1710835770283,1710835780283,10,2,25,248,10,134.5,median,hr
P04:running#1:w3,test,P04,P04:running#1,running,3,1710835772283,1710835782283,10,2,25,248,10,135.0,median,hr
P04:running#1:w4,test,P04,P04:running#1,running,4,1710835774283,1710835784283,10,2,25,248,10,135.0,median,hr
P04:running#1:w5,test,P04,P04:running#1,running,5,1710835776283,1710835786283,10,2,25,249,10,135.5,median,hr
P04:running#1:w6,test,P04,P04:running#1,running,6,1710835778283,1710835788283,10,2,25,249,10,135.5,median,hr
P04:running#1:w7,test,P04,P04:running#1,running,7,1710835780283,1710835790283,10,2,25,248,10,136.5,median,hr
P04:running#1:w8,test,P04,P04:running#1,running,8,1710835782283,1710835792283,10,2,25,249,10,138.0,median,hr
P04:running#1:w9,test,P04,P04:running#1,running,9,1710835784283,1710835794283,10,2,25,249,10,138.5,median,hr
P04:running#1:w10,test,P04,P04:running#1,running,10,1710835786283,1710835796283,10,2,25,249,10,139.0,median,hr
P04:running#1:w11,test,P04,P04:running#1,running,11,1710835788283,1710835798283,10,2,25,249,10,140.5,median,hr
P04:running#1:w12,test,P04,P04:running#1,running,12,1710835790283,1710835800283,10,2,25,250,10,143.5,median,hr
P04:running#1:w13,test,P04,P04:running#1,running,13,1710835792283,1710835802283,10,2,25,249,10,145.5,median,hr
P04:running#1:w14,test,P04,P04:running#1,running,14,1710835794283,1710835804283,10,2,25,249,10,147.5,median,hr
P04:running#1:w15,test,P04,P04:running#1,running,15,1710835796283,1710835806283,10,2,25,249,10,150.5,median,hr
P04:running#1:w16,test,P04,P04:running#1,running,16,1710835798283,1710835808283,10,2,25,248,10,152.0,median,hr
P04:running#1:w17,test,P04,P04:running#1,running,17,1710835800283,1710835810283,10,2,25,248,10,153.0,median,hr
P04:running#1:w18,test,P04,P04:running#1,running,18,1710835802283,1710835812283,10,2,25,249,10,154.5,median,hr
P04:running#1:w19,test,P04,P04:running#1,running,19,1710835804283,1710835814283,10,2,25,248,10,156.5,median,hr
P04:running#1:w20,test,P04,P04:running#1,running,20,1710835806283,1710835816283,10,2,25,248,10,158.5,median,hr
P04:running#1:w21,test,P04,P04:running#1,running,21,1710835808283,1710835818283,10,2,25,249,10,160.0,median,hr
P04:running#1:w22,test,P04,P04:running#1,running,22,1710835810283,1710835820283,10,2,25,248,10,161.0,median,hr
P04:running#1:w23,test,P04,P04:running#1,running,23,1710835812283,1710835822283,10,2,25,248,10,161.0,median,hr
P04:running#1:w24,test,P04,P04:running#1,running,24,1710835814283,1710835824283,10,2,25,249,10,162.0,median,hr
P04:running#1:w25,test,P04,P04:running#1,running,25,1710835816283,1710835826283,10,2,25,249,10,162.0,median,hr
P04:running#1:w26,test,P04,P04:running#1,running,26,1710835818283,1710835828283,10,2,25,248,10,162.0,median,hr
P04:running#1:w27,test,P04,P04:running#1,running,27,1710835820283,1710835830283,10,2,25,249,10,163.0,median,hr
P04:running#1:w28,test,P04,P04:running#1,running,28,1710835822283,1710835832283,10,2,25,249,10,164.0,median,hr
P04:running#1:w29,test,P04,P04:running#1,running,29,1710835824283,1710835834283,10,2,25,248,10,164.0,median,hr
P04:running#1:w30,test,P04,P04:running#1,running,30,1710835826283,1710835836283,10,2,25,248,10,164.5,median,hr
P04:running#1:w31,test,P04,P04:running#1,running,31,1710835828283,1710835838283,10,2,25,249,10,165.0,median,hr
P04:running#1:w32,test,P04,P04:running#1,running,32,1710835830283,1710835840283,10,2,25,249,10,165.5,median,hr
P04:running#1:w33,test,P04,P04:running#1,running,33,1710835832283,1710835842283,10,2,25,248,10,167.5,median,hr
P04:running#1:w34,test,P04,P04:running#1,running,34,1710835834283,1710835844283,10,2,25,249,10,168.0,median,hr
P04:running#1:w35,test,P04,P04:running#1,running,35,1710835836283,1710835846283,10,2,25,248,10,168.5,median,hr
P04:running#1:w36,test,P04,P04:running#1,running,36,1710835838283,1710835848283,10,2,25,248,10,169.0,median,hr
P04:running#1:w37,test,P04,P04:running#1,running,37,1710835840283,1710835850283,10,2,25,247,10,169.0,median,hr
P04:running#1:w38,test,P04,P04:running#1,running,38,1710835842283,1710835852283,10,2,25,248,10,169.5,median,hr
P04:running#1:w39,test,P04,P04:running#1,running,39,1710835844283,1710835854283,10,2,25,248,10,170.5,median,hr
P04:running#1:w40,test,P04,P04:running#1,running,40,1710835846283,1710835856283,10,2,25,248,10,171.0,median,hr
P04:running#1:w41,test,P04,P04:running#1,running,41,1710835848283,1710835858283,10,2,25,248,10,171.0,median,hr
P04:running#1:w42,test,P04,P04:running#1,running,42,1710835850283,1710835860283,10,2,25,248,10,171.5,median,hr
P04:running#1:w43,test,P04,P04:running#1,running,43,1710835852283,1710835862283,10,2,25,248,10,172.0,median,hr
P04:running#1:w44,test,P04,P04:running#1,running,44,1710835854283,1710835864283,10,2,25,248,10,172.0,median,hr
P04:running#1:w45,test,P04,P04:running#1,running,45,1710835856283,1710835866283,10,2,25,249,10,172.0,median,hr
P04:running#1:w46,test,P04,P04:running#1,running,46,1710835858283,1710835868283,10,2,25,249,10,173.0,median,hr
P04:running#1:w47,test,P04,P04:running#1,running,47,1710835860283,1710835870283,10,2,25,250,10,173.5,median,hr
P04:running#1:w48,test,P04,P04:running#1,running,48,1710835862283,1710835872283,10,2,25,249,10,174.0,median,hr
P04:running#1:w49,test,P04,P04:running#1,running,49,1710835864283,1710835874283,10,2,25,249,10,174.0,median,hr
P04:running#1:w50,test,P04,P04:running#1,running,50,1710835866283,1710835876283,10,2,25,249,10,175.0,median,hr
P04:running#1:w51,test,P04,P04:running#1,running,51,1710835868283,1710835878283,10,2,25,248,10,175.0,median,hr
P04:running#1:w52,test,P04,P04:running#1,running,52,1710835870283,1710835880283,10,2,25,248,10,175.0,median,hr
P04:running#1:w53,test,P04,P04:running#1,running,53,1710835872283,1710835882283,10,2,25,249,10,175.5,median,hr
P04:running#1:w54,test,P04,P04:running#1,running,54,1710835874283,1710835884283,10,2,25,248,10,176.0,median,hr
P05:adaptation#1:w0,train,P05,P05:adaptation#1,adaptation,0,1710985860147,1710985870147,10,2,25,250,10,75.0,median,hr
P05:adaptation#1:w1,train,P05,P05:adaptation#1,adaptation,1,1710985862147,1710985872147,10,2,25,249,10,76.0,median,hr
P05:adaptation#1:w2,train,P05,P05:adaptation#1,adaptation,2,1710985864147,1710985874147,10,2,25,249,10,76.0,median,hr
P05:adaptation#1:w3,train,P05,P05:adaptation#1,adaptation,3,1710985866147,1710985876147,10,2,25,249,10,76.0,median,hr
P05:adaptation#1:w4,train,P05,P05:adaptation#1,adaptation,4,1710985868147,1710985878147,10,2,25,249,10,75.5,median,hr
P05:adaptation#1:w5,train,P05,P05:adaptation#1,adaptation,5,1710985870147,1710985880147,10,2,25,249,10,74.5,median,hr
P05:adaptation#1:w6,train,P05,P05:adaptation#1,adaptation,6,1710985872147,1710985882147,10,2,25,250,10,73.0,median,hr
P05:adaptation#1:w7,train,P05,P05:adaptation#1,adaptation,7,1710985874147,1710985884147,10,2,25,249,10,73.0,median,hr
P05:adaptation#1:w8,train,P05,P05:adaptation#1,adaptation,8,1710985876147,1710985886147,10,2,25,249,10,73.0,median,hr
P05:adaptation#1:w9,train,P05,P05:adaptation#1,adaptation,9,1710985878147,1710985888147,10,2,25,249,10,73.5,median,hr
P05:adaptation#1:w10,train,P05,P05:adaptation#1,adaptation,10,1710985880147,1710985890147,10,2,25,249,10,74.5,median,hr
P05:adaptation#1:w11,train,P05,P05:adaptation#1,adaptation,11,1710985882147,1710985892147,10,2,25,249,10,76.5,median,hr
P05:adaptation#1:w12,train,P05,P05:adaptation#1,adaptation,12,1710985884147,1710985894147,10,2,25,250,10,78.0,median,hr
P05:adaptation#1:w13,train,P05,P05:adaptation#1,adaptation,13,1710985886147,1710985896147,10,2,25,249,10,78.0,median,hr
P05:adaptation#1:w14,train,P05,P05:adaptation#1,adaptation,14,1710985888147,1710985898147,10,2,25,249,10,78.0,median,hr
P05:adaptation#1:w15,train,P05,P05:adaptation#1,adaptation,15,1710985890147,1710985900147,10,2,25,249,10,78.0,median,hr
P05:adaptation#1:w16,train,P05,P05:adaptation#1,adaptation,16,1710985892147,1710985902147,10,2,25,249,10,78.0,median,hr
P05:adaptation#1:w17,train,P05,P05:adaptation#1,adaptation,17,1710985894147,1710985904147,10,2,25,249,10,78.0,median,hr
P05:adaptation#1:w18,train,P05,P05:adaptation#1,adaptation,18,1710985896147,1710985906147,10,2,25,250,10,78.0,median,hr
P05:adaptation#1:w19,train,P05,P05:adaptation#1,adaptation,19,1710985898147,1710985908147,10,2,25,249,10,78.0,median,hr
P05:adaptation#1:w20,train,P05,P05:adaptation#1,adaptation,20,1710985900147,1710985910147,10,2,25,249,10,78.0,median,hr
P05:adaptation#1:w21,train,P05,P05:adaptation#1,adaptation,21,1710985902147,1710985912147,10,2,25,249,10,77.0,median,hr
P05:adaptation#1:w22,train,P05,P05:adaptation#1,adaptation,22,1710985904147,1710985914147,10,2,25,249,10,77.0,median,hr
P05:adaptation#1:w23,train,P05,P05:adaptation#1,adaptation,23,1710985906147,1710985916147,10,2,25,249,10,77.0,median,hr
P05:adaptation#1:w24,train,P05,P05:adaptation#1,adaptation,24,1710985908147,1710985918147,10,2,25,250,10,78.5,median,hr
P05:adaptation#1:w25,train,P05,P05:adaptation#1,adaptation,25,1710985910147,1710985920147,10,2,25,249,10,80.5,median,hr
P05:adaptation#1:w26,train,P05,P05:adaptation#1,adaptation,26,1710985912147,1710985922147,10,2,25,249,10,81.0,median,hr
P05:adaptation#1:w27,train,P05,P05:adaptation#1,adaptation,27,1710985914147,1710985924147,10,2,25,249,10,81.0,median,hr
P05:adaptation#1:w28,train,P05,P05:adaptation#1,adaptation,28,1710985916147,1710985926147,10,2,25,249,10,81.0,median,hr
P05:adaptation#1:w29,train,P05,P05:adaptation#1,adaptation,29,1710985918147,1710985928147,10,2,25,249,10,81.0,median,hr
P05:adaptation#1:w30,train,P05,P05:adaptation#1,adaptation,30,1710985920147,1710985930147,10,2,25,250,10,81.0,median,hr
P05:adaptation#1:w31,train,P05,P05:adaptation#1,adaptation,31,1710985922147,1710985932147,10,2,25,250,10,81.5,median,hr
P05:adaptation#1:w32,train,P05,P05:adaptation#1,adaptation,32,1710985924147,1710985934147,10,2,25,249,10,81.5,median,hr
P05:adaptation#1:w33,train,P05,P05:adaptation#1,adaptation,33,1710985926147,1710985936147,10,2,25,249,10,81.5,median,hr
P05:adaptation#1:w34,train,P05,P05:adaptation#1,adaptation,34,1710985928147,1710985938147,10,2,25,249,10,81.0,median,hr
P05:adaptation#1:w35,train,P05,P05:adaptation#1,adaptation,35,1710985930147,1710985940147,10,2,25,249,10,81.0,median,hr
P05:adaptation#1:w36,train,P05,P05:adaptation#1,adaptation,36,1710985932147,1710985942147,10,2,25,249,10,81.0,median,hr
P05:adaptation#1:w37,train,P05,P05:adaptation#1,adaptation,37,1710985934147,1710985944147,10,2,25,250,10,80.5,median,hr
P05:adaptation#1:w38,train,P05,P05:adaptation#1,adaptation,38,1710985936147,1710985946147,10,2,25,249,10,80.5,median,hr
P05:adaptation#1:w39,train,P05,P05:adaptation#1,adaptation,39,1710985938147,1710985948147,10,2,25,249,10,79.5,median,hr
P05:adaptation#1:w40,train,P05,P05:adaptation#1,adaptation,40,1710985940147,1710985950147,10,2,25,249,10,78.0,median,hr
P05:adaptation#1:w41,train,P05,P05:adaptation#1,adaptation,41,1710985942147,1710985952147,10,2,25,249,10,78.0,median,hr
P05:adaptation#1:w42,train,P05,P05:adaptation#1,adaptation,42,1710985944147,1710985954147,10,2,25,249,10,78.0,median,hr
P05:adaptation#1:w43,train,P05,P05:adaptation#1,adaptation,43,1710985946147,1710985956147,10,2,25,250,10,78.0,median,hr
P05:adaptation#1:w44,train,P05,P05:adaptation#1,adaptation,44,1710985948147,1710985958147,10,2,25,249,10,77.5,median,hr
P05:adaptation#1:w45,train,P05,P05:adaptation#1,adaptation,45,1710985950147,1710985960147,10,2,25,249,10,77.0,median,hr
P05:adaptation#1:w46,train,P05,P05:adaptation#1,adaptation,46,1710985952147,1710985962147,10,2,25,249,10,76.0,median,hr
P05:adaptation#1:w47,train,P05,P05:adaptation#1,adaptation,47,1710985954147,1710985964147,10,2,25,249,10,76.0,median,hr
P05:adaptation#1:w48,train,P05,P05:adaptation#1,adaptation,48,1710985956147,1710985966147,10,2,25,249,10,76.0,median,hr
P05:adaptation#1:w49,train,P05,P05:adaptation#1,adaptation,49,1710985958147,1710985968147,10,2,25,250,10,76.0,median,hr
P05:adaptation#1:w50,train,P05,P05:adaptation#1,adaptation,50,1710985960147,1710985970147,10,2,25,250,10,76.5,median,hr
P05:adaptation#1:w51,train,P05,P05:adaptation#1,adaptation,51,1710985962147,1710985972147,10,2,25,249,10,77.0,median,hr
P05:adaptation#1:w52,train,P05,P05:adaptation#1,adaptation,52,1710985964147,1710985974147,10,2,25,249,10,77.0,median,hr
P05:adaptation#1:w53,train,P05,P05:adaptation#1,adaptation,53,1710985966147,1710985976147,10,2,25,249,10,77.5,median,hr
P05:adaptation#1:w54,train,P05,P05:adaptation#1,adaptation,54,1710985968147,1710985978147,10,2,25,249,10,78.0,median,hr
P05:adaptation#1:w55,train,P05,P05:adaptation#1,adaptation,55,1710985970147,1710985980147,10,2,25,249,10,78.0,median,hr
P05:adaptation#1:w56,train,P05,P05:adaptation#1,adaptation,56,1710985972147,1710985982147,10,2,25,250,10,78.0,median,hr
P05:adaptation#1:w57,train,P05,P05:adaptation#1,adaptation,57,1710985974147,1710985984147,10,2,25,249,10,78.0,median,hr
P05:adaptation#1:w58,train,P05,P05:adaptation#1,adaptation,58,1710985976147,1710985986147,10,2,25,249,10,78.0,median,hr
P05:adaptation#1:w59,train,P05,P05:adaptation#1,adaptation,59,1710985978147,1710985988147,10,2,25,249,10,78.5,median,hr
P05:adaptation#1:w60,train,P05,P05:adaptation#1,adaptation,60,1710985980147,1710985990147,10,2,25,249,10,79.0,median,hr
P05:adaptation#1:w61,train,P05,P05:adaptation#1,adaptation,61,1710985982147,1710985992147,10,2,25,249,10,79.0,median,hr
P05:adaptation#1:w62,train,P05,P05:adaptation#1,adaptation,62,1710985984147,1710985994147,10,2,25,250,10,79.5,median,hr
P05:adaptation#1:w63,train,P05,P05:adaptation#1,adaptation,63,1710985986147,1710985996147,10,2,25,250,10,80.0,median,hr
P05:adaptation#1:w64,train,P05,P05:adaptation#1,adaptation,64,1710985988147,1710985998147,10,2,25,249,10,80.0,median,hr
P05:adaptation#1:w65,train,P05,P05:adaptation#1,adaptation,65,1710985990147,1710986000147,10,2,25,249,10,80.0,median,hr
P05:adaptation#1:w66,train,P05,P05:adaptation#1,adaptation,66,1710985992147,1710986002147,10,2,25,249,10,80.0,median,hr
P05:adaptation#1:w67,train,P05,P05:adaptation#1,adaptation,67,1710985994147,1710986004147,10,2,25,249,10,80.5,median,hr
P05:adaptation#1:w68,train,P05,P05:adaptation#1,adaptation,68,1710985996147,1710986006147,10,2,25,249,10,82.5,median,hr
P05:adaptation#1:w69,train,P05,P05:adaptation#1,adaptation,69,1710985998147,1710986008147,10,2,25,250,10,84.0,median,hr
P05:adaptation#1:w70,train,P05,P05:adaptation#1,adaptation,70,1710986000147,1710986010147,10,2,25,249,10,84.0,median,hr
P05:adaptation#1:w71,train,P05,P05:adaptation#1,adaptation,71,1710986002147,1710986012147,10,2,25,249,10,84.0,median,hr
P05:adaptation#1:w72,train,P05,P05:adaptation#1,adaptation,72,1710986004147,1710986014147,10,2,25,249,10,82.5,median,hr
P05:adaptation#1:w73,train,P05,P05:adaptation#1,adaptation,73,1710986006147,1710986016147,10,2,25,249,10,79.5,median,hr
P05:adaptation#1:w74,train,P05,P05:adaptation#1,adaptation,74,1710986008147,1710986018147,10,2,25,249,10,78.0,median,hr
P05:adaptation#1:w75,train,P05,P05:adaptation#1,adaptation,75,1710986010147,1710986020147,10,2,25,249,10,77.0,median,hr
P05:adaptation#1:w76,train,P05,P05:adaptation#1,adaptation,76,1710986012147,1710986022147,10,2,25,249,10,75.5,median,hr
P05:adaptation#1:w77,train,P05,P05:adaptation#1,adaptation,77,1710986014147,1710986024147,10,2,25,249,10,75.0,median,hr
P05:adaptation#1:w78,train,P05,P05:adaptation#1,adaptation,78,1710986016147,1710986026147,10,2,25,249,10,75.0,median,hr
P05:adaptation#1:w79,train,P05,P05:adaptation#1,adaptation,79,1710986018147,1710986028147,10,2,25,249,10,74.5,median,hr
P05:adaptation#1:w80,train,P05,P05:adaptation#1,adaptation,80,1710986020147,1710986030147,10,2,25,250,10,74.0,median,hr
P05:adaptation#1:w81,train,P05,P05:adaptation#1,adaptation,81,1710986022147,1710986032147,10,2,25,248,10,74.0,median,hr
P05:adaptation#1:w82,train,P05,P05:adaptation#1,adaptation,82,1710986024147,1710986034147,10,2,25,248,10,74.0,median,hr
P05:adaptation#1:w83,train,P05,P05:adaptation#1,adaptation,83,1710986026147,1710986036147,10,2,25,248,10,74.0,median,hr
P05:adaptation#1:w84,train,P05,P05:adaptation#1,adaptation,84,1710986028147,1710986038147,10,2,25,247,10,75.0,median,hr
P05:adaptation#1:w85,train,P05,P05:adaptation#1,adaptation,85,1710986030147,1710986040147,10,2,25,247,10,76.5,median,hr
P05:adaptation#1:w86,train,P05,P05:adaptation#1,adaptation,86,1710986032147,1710986042147,10,2,25,249,10,77.0,median,hr
P05:adaptation#1:w87,train,P05,P05:adaptation#1,adaptation,87,1710986034147,1710986044147,10,2,25,249,10,77.0,median,hr
P05:adaptation#1:w88,train,P05,P05:adaptation#1,adaptation,88,1710986036147,1710986046147,10,2,25,249,10,77.0,median,hr
P05:adaptation#1:w89,train,P05,P05:adaptation#1,adaptation,89,1710986038147,1710986048147,10,2,25,250,10,78.0,median,hr
P05:adaptation#1:w90,train,P05,P05:adaptation#1,adaptation,90,1710986040147,1710986050147,10,2,25,250,10,78.5,median,hr
P05:adaptation#1:w91,train,P05,P05:adaptation#1,adaptation,91,1710986042147,1710986052147,10,2,25,250,10,80.0,median,hr
P05:adaptation#1:w92,train,P05,P05:adaptation#1,adaptation,92,1710986044147,1710986054147,10,2,25,250,10,81.0,median,hr
P05:adaptation#1:w93,train,P05,P05:adaptation#1,adaptation,93,1710986046147,1710986056147,10,2,25,250,10,81.0,median,hr
P05:adaptation#1:w94,train,P05,P05:adaptation#1,adaptation,94,1710986048147,1710986058147,10,2,25,250,10,81.0,median,hr
P05:adaptation#1:w95,train,P05,P05:adaptation#1,adaptation,95,1710986050147,1710986060147,10,2,25,250,10,80.0,median,hr
P05:adaptation#1:w96,train,P05,P05:adaptation#1,adaptation,96,1710986052147,1710986062147,10,2,25,250,10,80.0,median,hr
P05:adaptation#1:w97,train,P05,P05:adaptation#1,adaptation,97,1710986054147,1710986064147,10,2,25,249,10,80.0,median,hr
P05:adaptation#1:w98,train,P05,P05:adaptation#1,adaptation,98,1710986056147,1710986066147,10,2,25,249,10,80.5,median,hr
P05:adaptation#1:w99,train,P05,P05:adaptation#1,adaptation,99,1710986058147,1710986068147,10,2,25,249,10,80.5,median,hr
P05:adaptation#1:w100,train,P05,P05:adaptation#1,adaptation,100,1710986060147,1710986070147,10,2,25,249,10,80.5,median,hr
P05:adaptation#1:w101,train,P05,P05:adaptation#1,adaptation,101,1710986062147,1710986072147,10,2,25,249,10,79.5,median,hr
P05:adaptation#1:w102,train,P05,P05:adaptation#1,adaptation,102,1710986064147,1710986074147,10,2,25,250,10,79.0,median,hr
