feature_set,fold,window_key,participant_id,heldout_participant,split_role
motion_only,3,P16|P16:running#1|1712025708311|1712025718311,P16,P16,test
motion_only,3,P16|P16:running#1|1712025710311|1712025720311,P16,P16,test
motion_only,3,P16|P16:running#1|1712025712311|1712025722311,P16,P16,test
motion_only,3,P16|P16:running#1|1712025714311|1712025724311,P16,P16,test
motion_only,3,P16|P16:running#1|1712025716311|1712025726311,P16,P16,test
motion_only,3,P16|P16:running#1|1712025718311|1712025728311,P16,P16,test
motion_only,3,P16|P16:running#1|1712025720311|1712025730311,P16,P16,test
motion_only,3,P16|P16:running#1|1712025722311|1712025732311,P16,P16,test
motion_only,3,P16|P16:running#1|1712025724311|1712025734311,P16,P16,test
motion_only,3,P16|P16:running#1|1712025726311|1712025736311,P16,P16,test
motion_only,3,P16|P16:running#1|1712025728311|1712025738311,P16,P16,test
motion_only,3,P16|P16:running#1|1712025730311|1712025740311,P16,P16,test
motion_only,3,P16|P16:running#1|1712025732311|1712025742311,P16,P16,test
motion_only,3,P16|P16:running#1|1712025734311|1712025744311,P16,P16,test
motion_only,3,P16|P16:running#1|1712025736311|1712025746311,P16,P16,test
motion_only,3,P16|P16:running#1|1712025738311|1712025748311,P16,P16,test
motion_only,3,P16|P16:running#1|1712025740311|1712025750311,P16,P16,test
motion_only,3,P16|P16:running#1|1712025742311|1712025752311,P16,P16,test
motion_only,3,P16|P16:running#1|1712025744311|1712025754311,P16,P16,test
motion_only,3,P16|P16:running#1|1712025746311|1712025756311,P16,P16,test
motion_only,3,P16|P16:running#1|1712025748311|1712025758311,P16,P16,test
motion_only,3,P16|P16:running#1|1712025750311|1712025760311,P16,P16,test
motion_only,3,P16|P16:running#1|1712025752311|1712025762311,P16,P16,test
motion_only,3,P16|P16:running#1|1712025754311|1712025764311,P16,P16,test
motion_only,3,P16|P16:running#1|1712025756311|1712025766311,P16,P16,test
motion_only,3,P16|P16:running#1|1712025758311|1712025768311,P16,P16,test
motion_only,3,P16|P16:running#1|1712025760311|1712025770311,P16,P16,test
motion_only,3,P16|P16:running#1|1712025762311|1712025772311,P16,P16,test
motion_only,3,P16|P16:running#1|1712025764311|1712025774311,P16,P16,test
motion_only,3,P16|P16:running#1|1712025766311|1712025776311,P16,P16,test
motion_only,3,P16|P16:running#1|1712025768311|1712025778311,P16,P16,test
motion_only,3,P16|P16:running#1|1712025770311|1712025780311,P16,P16,test
motion_only,3,P16|P16:running#1|1712025772311|1712025782311,P16,P16,test
motion_only,3,P16|P16:running#1|1712025774311|1712025784311,P16,P16,test
motion_only,3,P16|P16:running#1|1712025776311|1712025786311,P16,P16,test
motion_only,3,P16|P16:running#1|1712025778311|1712025788311,P16,P16,test
motion_only,4,P17|P17:adaptation#1|1712041412559|1712041422559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041414559|1712041424559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041416559|1712041426559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041418559|1712041428559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041420559|1712041430559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041422559|1712041432559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041424559|1712041434559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041426559|1712041436559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041428559|1712041438559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041430559|1712041440559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041432559|1712041442559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041434559|1712041444559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041436559|1712041446559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041438559|1712041448559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041440559|1712041450559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041442559|1712041452559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041444559|1712041454559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041446559|1712041456559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041448559|1712041458559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041450559|1712041460559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041452559|1712041462559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041454559|1712041464559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041456559|1712041466559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041458559|1712041468559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041460559|1712041470559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041462559|1712041472559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041464559|1712041474559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041466559|1712041476559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041468559|1712041478559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041470559|1712041480559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041472559|1712041482559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041474559|1712041484559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041476559|1712041486559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041478559|1712041488559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041480559|1712041490559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041482559|1712041492559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041484559|1712041494559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041486559|1712041496559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041488559|1712041498559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041490559|1712041500559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041492559|1712041502559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041494559|1712041504559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041496559|1712041506559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041498559|1712041508559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041500559|1712041510559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041502559|1712041512559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041504559|1712041514559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041506559|1712041516559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041508559|1712041518559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041510559|1712041520559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041512559|1712041522559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041514559|1712041524559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041516559|1712041526559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041518559|1712041528559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041520559|1712041530559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041522559|1712041532559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041524559|1712041534559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041526559|1712041536559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041528559|1712041538559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041530559|1712041540559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041532559|1712041542559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041534559|1712041544559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041536559|1712041546559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041538559|1712041548559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041540559|1712041550559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041542559|1712041552559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041544559|1712041554559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041546559|1712041556559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041548559|1712041558559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041550559|1712041560559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041552559|1712041562559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041554559|1712041564559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041556559|1712041566559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041558559|1712041568559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041560559|1712041570559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041562559|1712041572559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041564559|1712041574559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041566559|1712041576559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041568559|1712041578559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041570559|1712041580559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041572559|1712041582559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041574559|1712041584559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041576559|1712041586559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041578559|1712041588559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041580559|1712041590559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041582559|1712041592559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041584559|1712041594559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041586559|1712041596559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041588559|1712041598559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041590559|1712041600559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041592559|1712041602559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041594559|1712041604559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041596559|1712041606559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041598559|1712041608559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041600559|1712041610559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041602559|1712041612559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041604559|1712041614559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041606559|1712041616559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041608559|1712041618559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041610559|1712041620559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041612559|1712041622559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041614559|1712041624559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041616559|1712041626559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041618559|1712041628559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041620559|1712041630559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041622559|1712041632559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041624559|1712041634559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041626559|1712041636559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041628559|1712041638559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041630559|1712041640559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041632559|1712041642559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041634559|1712041644559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041636559|1712041646559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041638559|1712041648559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041640559|1712041650559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041642559|1712041652559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041644559|1712041654559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041646559|1712041656559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041648559|1712041658559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041650559|1712041660559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041652559|1712041662559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041654559|1712041664559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041656559|1712041666559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041658559|1712041668559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041660559|1712041670559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041662559|1712041672559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041664559|1712041674559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041666559|1712041676559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041668559|1712041678559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041670559|1712041680559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041672559|1712041682559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041674559|1712041684559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041676559|1712041686559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041678559|1712041688559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041680559|1712041690559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041682559|1712041692559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041684559|1712041694559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041686559|1712041696559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041688559|1712041698559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041690559|1712041700559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041692559|1712041702559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041694559|1712041704559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041696559|1712041706559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041698559|1712041708559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041700559|1712041710559,P17,P17,test
motion_only,4,P17|P17:adaptation#1|1712041702559|1712041712559,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041712616|1712041722616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041714616|1712041724616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041716616|1712041726616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041718616|1712041728616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041720616|1712041730616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041722616|1712041732616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041724616|1712041734616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041726616|1712041736616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041728616|1712041738616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041730616|1712041740616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041732616|1712041742616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041734616|1712041744616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041736616|1712041746616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041738616|1712041748616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041740616|1712041750616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041742616|1712041752616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041744616|1712041754616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041746616|1712041756616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041748616|1712041758616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041750616|1712041760616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041752616|1712041762616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041754616|1712041764616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041756616|1712041766616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041758616|1712041768616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041760616|1712041770616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041762616|1712041772616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041764616|1712041774616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041766616|1712041776616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041768616|1712041778616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041770616|1712041780616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041772616|1712041782616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041774616|1712041784616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041776616|1712041786616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041778616|1712041788616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041780616|1712041790616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041782616|1712041792616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041784616|1712041794616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041786616|1712041796616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041788616|1712041798616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041790616|1712041800616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041792616|1712041802616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041794616|1712041804616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041796616|1712041806616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041798616|1712041808616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041800616|1712041810616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041802616|1712041812616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041804616|1712041814616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041806616|1712041816616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041808616|1712041818616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041810616|1712041820616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041812616|1712041822616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041814616|1712041824616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041816616|1712041826616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041818616|1712041828616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041820616|1712041830616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041822616|1712041832616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041824616|1712041834616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041826616|1712041836616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041828616|1712041838616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041830616|1712041840616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041832616|1712041842616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041834616|1712041844616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041836616|1712041846616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041838616|1712041848616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041840616|1712041850616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041842616|1712041852616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041844616|1712041854616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041846616|1712041856616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041848616|1712041858616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041850616|1712041860616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041852616|1712041862616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041854616|1712041864616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041856616|1712041866616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041858616|1712041868616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041860616|1712041870616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041862616|1712041872616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041864616|1712041874616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041866616|1712041876616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041868616|1712041878616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041870616|1712041880616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041872616|1712041882616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041874616|1712041884616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041876616|1712041886616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041878616|1712041888616,P17,P17,test
motion_only,4,P17|P17:baseline#1|1712041880616|1712041890616,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712041952347|1712041962347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712041954347|1712041964347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712041956347|1712041966347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712041958347|1712041968347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712041960347|1712041970347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712041962347|1712041972347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712041964347|1712041974347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712041966347|1712041976347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712041968347|1712041978347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712041970347|1712041980347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712041972347|1712041982347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712041974347|1712041984347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712041976347|1712041986347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712041978347|1712041988347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712041980347|1712041990347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712041982347|1712041992347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712041984347|1712041994347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712041986347|1712041996347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712041988347|1712041998347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712041990347|1712042000347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712041992347|1712042002347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712041994347|1712042004347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712041996347|1712042006347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712041998347|1712042008347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042000347|1712042010347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042002347|1712042012347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042004347|1712042014347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042006347|1712042016347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042008347|1712042018347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042010347|1712042020347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042012347|1712042022347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042014347|1712042024347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042016347|1712042026347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042018347|1712042028347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042020347|1712042030347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042022347|1712042032347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042024347|1712042034347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042026347|1712042036347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042028347|1712042038347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042030347|1712042040347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042032347|1712042042347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042034347|1712042044347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042036347|1712042046347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042038347|1712042048347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042040347|1712042050347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042042347|1712042052347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042044347|1712042054347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042046347|1712042056347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042048347|1712042058347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042050347|1712042060347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042052347|1712042062347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042054347|1712042064347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042056347|1712042066347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042058347|1712042068347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042060347|1712042070347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042062347|1712042072347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042064347|1712042074347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042066347|1712042076347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042068347|1712042078347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042070347|1712042080347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042072347|1712042082347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042074347|1712042084347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042076347|1712042086347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042078347|1712042088347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042080347|1712042090347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042082347|1712042092347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042084347|1712042094347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042086347|1712042096347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042088347|1712042098347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042090347|1712042100347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042092347|1712042102347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042094347|1712042104347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042096347|1712042106347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042098347|1712042108347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042100347|1712042110347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042102347|1712042112347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042104347|1712042114347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042106347|1712042116347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042108347|1712042118347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042110347|1712042120347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042112347|1712042122347,P17,P17,test
motion_only,4,P17|P17:tsst-prep#1|1712042114347|1712042124347,P17,P17,test
